0,0.11892981827259064
1,0.9998303651809692
0,0.04088999330997467
0,0.148182213306427
1,1.0
1,0.9972787499427795
0,0.16439174115657806
1,1.0
1,0.2351883500814438
0,0.08502014726400375
1,1.0
1,0.999942421913147
1,1.0
0,0.25344911217689514
0,0.12122748047113419
0,0.10566112399101257
0,0.034970611333847046
0,0.01153319887816906
0,0.02896387316286564
0,0.29907214641571045
0,0.12150046974420547
0,0.026552485302090645
0,0.04817401245236397
1,0.05542246624827385
0,0.13849614560604095
1,0.28047728538513184
0,0.015768902376294136
0,0.2377290278673172
1,0.9988991022109985
0,0.15563131868839264
0,0.09813332557678223
1,1.0
1,0.9927202463150024
0,0.036025192588567734
0,0.24168634414672852
0,0.09158264100551605
0,0.0823054313659668
0,0.10198377072811127
0,0.02896387316286564
0,0.06978950649499893
1,1.0
1,1.0
0,0.34655722975730896
0,0.11002258956432343
0,0.10158700495958328
0,0.0015325733693316579
1,0.9998310804367065
0,0.041877955198287964
0,0.014305603690445423
1,0.9997461438179016
0,0.13645373284816742
0,0.01544959843158722
1,1.0
0,0.15714307129383087
1,0.9037550091743469
0,0.025293171405792236
1,1.0
1,1.0
0,0.06566636264324188
1,0.02722206339240074
0,0.05402817577123642
1,0.025812499225139618
0,0.24955162405967712
1,0.052985724061727524
1,0.9965174198150635
1,1.0
0,0.15755903720855713
1,1.0
0,0.11370263993740082
0,0.09855691343545914
1,1.0
1,1.0
1,0.0019584563560783863
1,0.014980969950556755
0,0.2741831839084625
0,0.05862239748239517
0,0.4881618916988373
1,1.0
1,0.9999992847442627
1,0.0130430543795228
0,0.29024186730384827
0,0.015459400601685047
0,0.030183041468262672
1,1.0
1,0.044766105711460114
1,0.20693939924240112
0,0.06275772303342819
0,0.06156163290143013
1,0.9999971389770508
1,0.0513843297958374
1,0.9998261332511902
0,0.02340027131140232
0,0.09877713024616241
0,0.21454091370105743
1,0.545494019985199
1,0.9999676942825317
1,0.9813220500946045
0,0.4681957960128784
0,0.07501527667045593
0,0.14004141092300415
1,0.9999995231628418
1,1.0
0,0.9270293712615967
0,0.10589300841093063
1,0.19824554026126862
1,1.0
0,0.19277559220790863
1,1.0
1,0.9997811913490295
1,0.9996893405914307
0,0.041646916419267654
1,0.04197203367948532
1,0.999990701675415
0,0.10741253942251205
0,0.3464948534965515
0,0.17667590081691742
0,0.003840874182060361
1,1.0
1,0.06892351806163788
0,0.1289147436618805
0,0.01583014614880085
0,0.08637490123510361
0,0.1883145570755005
0,0.06052191182971001
1,0.98581463098526
0,0.0672447681427002
1,1.0
1,0.9999994039535522
1,1.0
1,1.0
1,0.9993581175804138
0,0.034211333841085434
1,1.0
1,0.9982790946960449
0,0.02102556638419628
0,0.08442565053701401
1,0.08269484341144562
1,1.0
1,1.0
0,0.2555963397026062
0,0.055390287190675735
1,1.0
0,0.051204174757003784
1,0.9138355255126953
0,0.0961480364203453
